table_id	distance	counterfactual_hypothesis	counterfactual label	original_hypothesis	original_label	strategies	counterfactual_table_rows
T745A	0.16664980762986703	The men's 50 kilometre freestyle at the XXII Olympic Winter Games was completed in under three hours.	E	The men's 50 kilometre freestyle at the XXII Olympic Winter Games was completed in under an hour.	C	110000	['Winning time']
T745A	0.19371841183083208	Men's 50 kilometre freestyle at the XXII Olympic Winter Games was a charity event.	C	Men's 50 kilometre freestyle at the XXII Olympic Winter Games was an athletic event.	E	000100	[]
T745A	0.2721572588144847	Men's 50 kilometre freestyle at the XXII Olympic Winter Games was a cross-country skiing event which had participants from 13 countries	E	Men's 50 kilometre freestyle at the XXII Olympic Winter Games was a cross-country skiing event dominated by Russians.	N	000010	['Competitors']
T745A	0.3358356070711054	The men's 50 kilometre freestyle at the XXII Olympic Winter Games held in August was very cold.	N	The men's 50 kilometre freestyle at the XXII Olympic Winter Games was very cold.	N	001000	['Dates']
T745B	0.0	The Men's 50 kilometre freestyle at the XXII Olympic Winter Games ran for one day in February.	C	The Men's 50 kilometre freestyle at the XXII Olympic Winter Games ran for one day in February.	E	100000	['Dates']
T745B	0.0	The men's 50 kilometre freestyle at the XXII Olympic Winter Games was not completed in under an hour.	E	The men's 50 kilometre freestyle at the XXII Olympic Winter Games was completed in under an hour.	C	010000	['Winning time']
T745B	0.0	The men's 50 kilometre freestyle at the XXII Olympic Winter Games was very rainy.	N	The men's 50 kilometre freestyle at the XXII Olympic Winter Games had more than 50 competitors.	E	000100	[]
T745B	0.0	Men's 50 kilometre freestyle at the XXII Olympic Winter Games was held in Antarctica.	N	Men's 50 kilometre freestyle at the XXII Olympic Winter Games was held in America.	N	000100	[]
T745B	0.12228415160559235	The winner of the Men's 50 kilometre freestyle at the XXII Olympic Winter Games finished with a time less than 2 hours.	E	The winner of the Men's 50 kilometre freestyle at the XXII Olympic Winter Games finished with a time just over 2 minutes.	C	010000	['Winning time']
T745B	0.1475466032522409	Men's 50 kilometre freestyle at the XXII Olympic Winter Games was not an sporting event.	C	Men's 50 kilometre freestyle at the XXII Olympic Winter Games was an athletic event.	E	010000	[]
T745B	0.17825113928383682	Men's 50 kilometre freestyle at the XXII Olympic Winter Games was a cross-country skiing with 313 participants.	E	The men's 50 kilometre freestyle at the XXII Olympic Winter Games was very cold.	N	000010	['Competitors']
T745B	0.2937779488190075	The Men's 50 kilometre freestyle was the first event Michael Phelps participated in.	N	The Men's 50 kilometre freestyle was the first event Michael Phelps won a gold medal in.	N	000100	[]
T745B	0.42653387751956523	The men's 50 kilometre freestyle at the XXII Olympic Winter Games had less than 50 competitors.	C	Men's 50 kilometre freestyle at the XXII Olympic Winter Games was a cross-country skiing event dominated by Russians.	N	110000	['Competitors']
T1311A	0.0	Royal Society of Edinburgh has over 1600 fellow members.	C	Royal Society of Edinburgh has over 1600 fellow members.	E	100000	['Members']
T1311A	0.0	The Royal Society of Edinburgh has more founders than focuses.	E	The Royal Society of Edinburgh has more founders than focuses.	C	100000	['Focus', 'Founder']
T1311A	0.0	Royal Society of Edinburgh relies on hundreds of donations.	N	Royal Society of Edinburgh relies on hundreds of volunteers.	N	000100	[]
T1311A	0.23573833700475097	Royal Society of Edinburgh is a Canadian charity.	C	Royal Society of Edinburgh is a British charity.	E	110000	['Location']
T1311A	0.250466010193491	Royal Society of Edinburgh has focus only on Law	E	Royal Society of Edinburgh has focus only on Science and technology.	C	110000	['Focus']
T1311A	0.26423071913559437	The Royal Society of Edinburgh has its origins in 1910 and is found in Scotland.	C	The Royal Society of Edinburgh has its origings in 1737 and is found in Scotland.	E	110000	['Established', 'Location']
T1311A	0.4197979649230366	Royal Society of Edinburgh was formed with focus on law.	E	Royal Society of Edinburgh was formed to promote British royalty.	C	000010	['Focus']
T1311A	0.531826776555189	The Royal Society of Edinburgh's owned  by Mr and Mrs. Hislop has it's motto is in Latin.	N	The Royal Society of Edinburgh's motto is in Latin.	N	001000	['Owner']
T1311A	0.6981777038018958	Michael M. Crow is the only president of Royal Society of Edinburgh who is a lawyer.	N	Professor Dame Anne Glover is the only president of Royal Society of Edinburgh.	N	001000	['President']
T1311B	0.0	Royal Society of Edinburgh has over 1600 fellow members.	C	Royal Society of Edinburgh has over 1600 fellow members.	E	100000	['Members']
T1311B	0.0	The Royal Society of Edinburgh's motto is good.	N	The Royal Society of Edinburgh's motto is in Latin.	N	000100	['Motto']
T1311B	0.0	Royal Society of Edinburgh is a British for-profit organization.	C	Royal Society of Edinburgh is a British charity.	E	000100	[]
T1311B	0.26423071913559437	The Royal Society of Edinburgh has its origins in 1737 and is found in Mumbai.	C	The Royal Society of Edinburgh has its origings in 1737 and is found in Scotland.	E	110000	['Established', 'Headquarters']
T1311B	0.2712197090551257	The Royal Society of Edinburgh has more focuses than founders .	E	The Royal Society of Edinburgh has more founders than focuses.	C	110000	['Focus', 'Founder']
T1311B	0.45075910616813186	Royal Society of Edinburgh has focus on multiple domains	E	Royal Society of Edinburgh has focus only on Science and technology.	C	000100	['Focus']
T1311B	0.551753312166647	Royal Society of Edinburgh relies on the slums of Mumbai for existence	N	Royal Society of Edinburgh relies on hundreds of volunteers.	N	000100	['Headquarters']
T1311B	0.7190817191964275	Bambang Soesatyo  born in 1933 is the president of Royal Society of Edinburgh.	N	Professor Dame Anne Glover is the only president of Royal Society of Edinburgh.	N	001100	['President']
T1311B	0.8887828347215148	Royal Society of Edinburgh's motto is TRAVAIL ET PROGRES  - ARBEID EN VOORUITGANG.	E	Royal Society of Edinburgh was formed to promote British royalty.	C	000010	['Motto']
T1311C	0.0	The Royal Society of Edinburgh has its origings in 1737 and is found in Scotland.	C	The Royal Society of Edinburgh has its origings in 1737 and is found in Scotland.	E	100000	['Established', 'Location']
T1311C	0.0	The Royal Society of Edinburgh's motto is complicated.	N	The Royal Society of Edinburgh's motto is in Latin.	N	000100	['Motto']
T1311C	0.0	Royal Society of Edinburgh has doesn't focus on Science and technology.	E	Royal Society of Edinburgh has focus only on Science and technology.	C	110000	['Focus']
T1311C	0.2688971655321121	Royal Society of Edinburgh relies on its website for enrollment.	N	Royal Society of Edinburgh relies on hundreds of volunteers.	N	000100	[]
T1311C	0.28256560552853344	The Royal Society of Edinburgh has same number of founders and focuses.	E	The Royal Society of Edinburgh has more founders than focuses.	C	110000	['Founder', 'Focus']
T1311C	0.31832116619086265	Royal Society of Edinburgh has 34 staff members.	C	Royal Society of Edinburgh has over 1600 fellow members.	E	000010	['Staff']
T1311C	0.33227810196843743	Royal Society of Edinburgh is a sports company.	C	Royal Society of Edinburgh is a British charity.	E	000100	[]
T1311C	0.674266162870591	Royal Society of Edinburgh has a budget of £5.9 million	E	Royal Society of Edinburgh was formed to promote British royalty.	C	000010	['Budget']
T1311C	0.8309903541605516	John E. Thrasher is the only president of Royal Society of Edinburgh who helped increase it's funding.	N	Professor Dame Anne Glover is the only president of Royal Society of Edinburgh.	N	000100	['President']
T458A	0.0	Contract bridge is purely luck based.	E	Contract bridge is purely luck based.	C	100000	['Random chance', 'Skills required']
T458A	0.0	Bridge is not a trick-taking game.	C	Bridge is a trick-taking game.	E	010000	['Type']
T458A	0.18547201433660207	The game Contract bridge is often played by a pair of people.	C	The game Contract bridge is often played in a group of people.	E	110000	['Players']
T458A	0.22685450578161237	4 players divide the French deck of 52 amongst themselves.	N	4 players divide the deck of 52 amongst themselves.	N	001000	['Cards', 'Deck']
T458A	0.24084237757349017	The game Contract bridge uses the Ace card.	E	The game Contract bridge uses the joker card.	C	010000	['Card rank (highest first)', 'Cards']
T458A	0.3972097687674761	None of the 6 players use any skills.	E	Each of the 4 players use a different skill.	C	110000	['Players', 'Skills required']
T458A	0.46084338132941627	Contract bridge is a multi-player contact sport.	C	Contract bridge is a multi-player card game.	E	010000	['Type', 'Cards']
T458A	0.5899820599229335	Contract bridge was first played in France.	N	The game Contract bridge has been professionally played.	N	000010	['Deck']
T458A	1.3749723053402902	Rowie has been professionally played.	N	Contract bridge is limited to only 4 players.	E	001000	['Alternative names']
T458B	0.0	The game Contract bridge is often played in a group of 4-5 people.	C	The game Contract bridge is often played in a group of people.	E	100000	['Players']
T458B	0.2602398418239057	The game Contract bridge has never been professionally played.	N	The game Contract bridge has been professionally played.	N	000100	[]
T458B	0.26705848392534254	The game Contract bridge uses the face cards.	E	The game Contract bridge uses the joker card.	C	010000	['Card rank (highest first)']
T458B	0.3238500240044594	Contract bridge is purely strategy based.	E	Contract bridge is purely luck based.	C	010000	['Random chance', 'Skills required']
T458B	0.4712951238734722	Contract bridge is a multi-player athletic sport.	C	Contract bridge is a multi-player card game.	E	010000	['Cards', 'Type']
T458B	0.6670840018683671	Each of the players use the same skills.	E	Each of the 4 players use a different skill.	C	110000	['Players', 'Skills required']
T458B	0.6981256008148193	Bridge is a matchmaking game.	C	Bridge is a trick-taking game.	E	010000	['Type']
T458B	0.7775015157343864	The first game of Contract bridge was played in 1912.	N	Contract bridge is limited to only 4 players.	E	000010	[]
T458B	1.1753722475183845	One player gets more cards than the other.	N	4 players divide the deck of 52 amongst themselves.	N	000010	[]
T458C	0.0	Contract bridge is not a multi-player card game.	C	Contract bridge is a multi-player card game.	E	010000	['Cards', 'Type']
T458C	0.1570304112654895	The game Contract bridge is never played by a group of people.	C	The game Contract bridge is often played in a group of people.	E	010000	['Players']
T458C	0.22066390823792223	4 players divide half of the deck of 52 amongst themselves.	N	4 players divide the deck of 52 amongst themselves.	N	000100	[]
T458C	0.26824364712238313	The game Contract bridge uses the number cards.	E	The game Contract bridge uses the joker card.	C	010000	['Card rank (highest first)']
T458C	0.2948975724056661	Contract bridge is purely skill based.	E	Contract bridge is purely luck based.	C	010000	['Random chance', 'Skills required']
T458C	0.33257857518311457	Each of the 4 players use the same skills.	E	Each of the 4 players use a different skill.	C	010000	['Players', 'Skills required']
T458C	0.6579483973378241	The game Bortsch has been professionally played.	N	The game Contract bridge has been professionally played.	N	001000	['Alternative names']
T458C	0.7031176686286926	Bridge is a shedding game.	C	Bridge is a trick-taking game.	E	010000	['Type']
T458C	0.8000611506371498	Contract bridge can only be played by players over the age of 25.	N	Contract bridge is limited to only 4 players.	E	000010	[]
